Sentiment,Tweet
positive,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat."
negative,"@AmericanAir - Envoy Airlines is a disgrace to the AA family.  Nothing but delays and Cancelled Flightlations, week after week."
negative,@USAirways more like USDELAY-ways. Another long 'paperwork' reLate Flightd delay - Friday in Charlotte. Today in Philly. #letsgoalready
neutral,"@SouthwestAir haha...yeah i did, just making a joke"
neutral,@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?
neutral,@AmericanAir Lost black wallet at #DallasAirport.I was on flight 2208 to CLE.Would appreciate ur help. Last I used it at @Starbucks on A20.
negative,@united The third wheelchair is broken! http://t.co/tvk0PyxQv5
negative,@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!
negative,@USAirways final count 3 hours 24 minutes on hold to be told I need to log in to U.S. Airways website and there was nothing else to be done
positive,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
neutral,@AmericanAir basically u right now http://t.co/IN24Bpb7dw
negative,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!
positive,@JetBlue Awesome! #bestairlineever
positive,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday
negative,@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC
neutral,@united keep me updated. Let me know that the bags make the flight to j-burg
negative,"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead @JetBlue"
negative,@AmericanAir overall lack of attention or foresight when managing flights.
neutral,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”
positive,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint."
neutral,@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?
negative,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs"
negative,@USAirways your flight attendants are all jerks 🐳
negative,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
negative,@SouthwestAir No I have not.
neutral,😂😂 RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI
neutral,@united leisure. Military personnel for safety reason R highly recommended to not travel in uniform
negative,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
negative,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.
negative,@united how can you never got a flight from austin to Houston in time for a connection ever? Ever!
negative,@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?
negative,@USAirways a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑
neutral,"@AmericanAir is there any way to manually add gift cards to an ex-EU ticket( AA metal on long haul,BA for intra-EU)?"
negative,@united MIA-EWR #384 😄😄😄 excellent crew. EWR-IAD #3589 😡😡😡 No crew to load bags - waiting w/ door open freezing. 20 mins past departure.
negative,"@USAirways not happy w/ app Late Flightly. Last time I flew wouldn't let me check in, This time I checked in went on Late Flightr says I never checked in"
positive,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!
negative,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?
negative,@united @bwood we'd prefer everyone hear our complaints amount your airline
negative,@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!
negative,"@AmericanAir @nickcunningham1 Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help."
negative,"@jetblue all your online resources  say we're on time, but clearly we are not.  This is not very information age of you..."
negative,@usairways I purchased a $49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund. Is this SOP?
negative,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
neutral,@SouthwestAir iiiii need help with my flight schedule!!! haha
neutral,"@USAirways I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you"
negative,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.
neutral,@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW
neutral,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney"
positive,@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!
negative,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!"
negative,"@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up."
negative,"@AmericanAir you bet make this screw up right (for once). Things I need in bag for my job and you have ""grounded"" me today #painandsuffering"
neutral,@USAirways @erickofiejones how long are billing cycles
negative,@AmericanAir - you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice
neutral,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c
positive,@united it's kinda funny. No worries.
negative,@united Charging $6500 for biz flight to UK = somewhat egregious. Charging $3 on top for a Sam Adams draft at the United Club is usurious.
positive,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
positive,@JetBlue I only fly Jet Blue
negative,@AmericanAir is AA951 to São Paulo taking off today? Your colleagues won't tell us any thing
positive,@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.
positive,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍"
neutral,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎"
negative,@JetBlue loves Cancelled Flightling tickets and not telling their customers #flyunited
neutral,@SouthwestAir App Updated With #Passbook Support http://t.co/WrWqrUblPs via @ubergizmo
negative,@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail
neutral,@JetBlue hope so! looks nice and warm in San Juan 🌴
negative,"@USAirways on hold for 1hr, 30min. Not willing to hang in there as long as @franchise02. @AmericanAir answered in 7 min. U are not 1 yet."
positive,@AmericanAir awesome. Thanks!
neutral,"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference"
negative,@USAirways 4 hours on hold to change a Cancelled Flightled flight. Completely unacceptable!!!
negative,"@AmericanAir I paid extra $ for my seat &amp; the monitor didn't work from on AA111. How about a refund on the seat? Conf #: MDBEEI, McMullen"
negative,"@USAirways -not just this trip, been a few. Ur saving grace is ur cheaper flights. Now willing to pay more 4 bttr service on bttr airlines."
negative,@united on a flight to New York! Love the quality planes on United!! #WTF #crappy #aviation #NewYork http://t.co/zv6CfPoHl5
negative,@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.
positive,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
neutral,@SouthwestAir please reply to my DM ♥️
negative,@united a good start would be  to warm the plane before the departure time so the flight isn't delayed due to frozen water lines.
negative,@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint.
negative,@united you should tell that to the staff at LAX then. I boarded group 5 at the very end of the queue as a Gold member. Thanks for nothing.
negative,@AmericanAir my flight 1337 is Cancelled Flightled.  Can you let me know what my new flight info is?
